stamp,average_steering_ang_fdbk,secondary_steering_ang_fdbk,primary_steering_angle_fbk
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=566381088)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=578310862)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=587172822)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=595981524)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=605882490)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=615874695)",-8.5,-8.5,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=630368484)",-9.0,-9.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=635963257)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=645959750)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=655930986)",-10.0,-9.5,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=666312158)",-10.0,-9.5,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=676825952)",-10.0,-9.5,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=685867619)",-10.0,-9.5,-10.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=696112781)",-10.0,-9.5,-10.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=705876188)",-10.0,-10.0,-10.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=715884228)",-10.0,-10.0,-10.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=729632770)",-10.0,-10.0,-10.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=735907472)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=745884912)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=756481757)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=766517625)",-11.0,-10.5,-11.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=775954400)",-11.0,-10.5,-11.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=786418152)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=795938128)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=805955174)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=816177142)",-12.0,-11.5,-12.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=825966517)",-12.0,-12.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=835960163)",-12.0,-12.0,-12.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=845922031)",-12.0,-12.0,-12.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=855910464)",-12.0,-12.0,-12.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=865883597)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=875871388)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=885990739)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=895882218)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=905948174)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=915943709)",-12.5,-12.5,-13.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=925928103)",-13.0,-12.5,-13.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=936064933)",-13.0,-12.5,-13.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=945926640)",-13.0,-13.0,-13.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=956853102)",-13.0,-13.0,-13.5
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=965928253)",-13.5,-13.0,-14.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=975873147)",-13.5,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=985896356)",-13.5,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=995935347)",-13.5,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=5874043)",-14.0,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=16045616)",-14.0,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=25993067)",-14.0,-13.5,-14.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=36699206)",-14.0,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=45925946)",-14.0,-14.0,-14.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=55928696)",-14.5,-14.0,-14.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=65889264)",-14.5,-14.0,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=80155264)",-14.5,-14.0,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=86271560)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=98397926)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=105966824)",-14.5,-14.0,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=116241117)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=125880819)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=135927077)",-15.0,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=145945226)",-15.0,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=155950848)",-15.0,-14.5,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=166816720)",-15.0,-14.5,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=176752128)",-15.0,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=185939691)",-15.0,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=196143236)",-15.0,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=205940994)",-15.5,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=216018150)",-15.5,-15.5,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=225912004)",-15.0,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=235959845)",-15.5,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=245952168)",-15.5,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=256002920)",-15.5,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=266003455)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=275956944)",-15.5,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=287003483)",-15.5,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=295969988)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=307766610)",-16.0,-15.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=315992090)",-16.0,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=325987509)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=335924281)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=345886695)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=355878101)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=365886194)",-16.0,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=378953709)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=385864173)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=396172267)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=405940396)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=415944992)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=425938024)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=438608449)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=445939471)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=458357604)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=465923359)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=475861955)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=485920863)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=495938485)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=505999086)",-16.5,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=515957451)",-16.5,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=530228883)",-16.5,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=535964651)",-16.5,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=545890517)",-16.5,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=555918127)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=565922927)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=575926789)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=586367139)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=595938322)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=605945091)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=625954048)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=625954048)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=636310195)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=645944424)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=656202664)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=666365558)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=676251162)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=686454017)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=695903034)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=706006608)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=716156974)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=726331865)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=735919037)",-17.0,-16.5,-17.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=745948795)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=755918938)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=765902084)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=776239144)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=795937369)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=805913921)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=805913921)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=816269718)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=826007252)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=835918239)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=845949823)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=855966797)",-17.0,-16.5,-17.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=865878619)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=877235124)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=885962712)",-16.5,-16.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=896214883)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=905889096)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=916773320)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=925904471)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=935926389)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=945873309)",-16.5,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=955880825)",-16.0,-16.0,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=966296619)",-16.0,-15.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=975931328)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=986017202)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=16548692)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=25949460)",-16.0,-15.5,-16.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=35930753)",-16.0,-15.5,-16.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=46228469)",-15.5,-15.0,-15.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=56172503)",-15.0,-14.5,-15.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=66233331)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=77008284)",-15.0,-14.5,-15.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=86098346)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=95922897)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=105883492)",-14.5,-14.5,-15.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=115919864)",-14.5,-14.0,-15.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=125928901)",-14.0,-13.5,-14.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=136333673)",-13.0,-13.0,-13.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=145885829)",-13.0,-12.5,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=185945163)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=196013355)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=205995471)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=216052670)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=226053761)",-12.5,-12.0,-13.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=235995197)",-12.0,-12.0,-12.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=245936786)",-12.0,-12.0,-12.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=255956906)",-12.0,-12.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=266009801)",-12.0,-11.5,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=276003947)",-11.5,-11.5,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=286164089)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=296026665)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=305948183)",-11.5,-11.0,-12.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=316574761)",-11.0,-11.0,-11.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=326006339)",-11.0,-11.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=336019398)",-11.0,-10.5,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=345924216)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=355967658)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=365873519)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=379727190)",-10.0,-10.0,-10.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=385871059)",-10.5,-10.0,-11.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=406048325)",-10.0,-9.5,-10.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=406048325)",-10.0,-9.5,-10.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=416141539)",-10.0,-9.5,-10.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=426016560)",-10.0,-9.5,-10.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=445950620)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=445950620)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=455950737)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=466403882)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=476069821)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=486010546)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=497823319)",-9.0,-9.0,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=506666771)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=515973345)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=525957716)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=535976651)",-9.5,-9.0,-10.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=545959748)",-9.0,-9.0,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=555878238)",-9.0,-9.0,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=565987205)",-9.0,-9.0,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=575973131)",-9.0,-8.5,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=586935220)",-9.0,-8.5,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=595981003)",-9.0,-8.5,-9.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=606009399)",-9.0,-8.5,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=616531444)",-9.0,-8.5,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=626663018)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=635906743)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=645881512)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=655877848)",-8.5,-8.0,-9.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=665923548)",-8.0,-8.0,-8.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=675917362)",-8.0,-8.0,-8.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=686192129)",-8.0,-7.5,-8.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=695959029)",-8.0,-7.5,-8.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=707141119)",-7.5,-7.0,-8.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=716227213)",-7.0,-7.0,-7.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=726288589)",-7.5,-6.5,-8.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=736239760)",-7.0,-6.5,-7.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=746363379)",-7.0,-6.5,-7.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=756360745)",-7.0,-6.5,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=765916635)",-7.0,-6.5,-7.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=775924550)",-7.0,-6.5,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=785889071)",-6.5,-6.5,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=816783885)",-6.5,-6.0,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=825920802)",-6.5,-6.0,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=836578750)",-6.5,-6.0,-7.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=846021875)",-6.0,-6.0,-6.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=855915899)",-6.0,-5.5,-6.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=865922596)",-6.0,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=876158070)",-6.0,-5.5,-6.5
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=885913690)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=895913188)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=905884783)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=915894714)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=925940105)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=938501811)",-6.0,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=946221480)",-6.0,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=956325267)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=966552317)",-5.5,-5.5,-6.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=975939601)",-4.5,-4.0,-5.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=985947501)",-0.5,0.0,-1.0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=995937093)",3.5,4.0,3.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=6388270)",9.5,10.0,9.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=15903212)",16.0,16.5,15.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=25944640)",22.5,23.0,22.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=35995096)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=45910620)",36.5,37.0,36.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=55961985)",43.5,44.0,43.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=65939578)",50.5,51.0,50.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=75932838)",57.0,57.5,56.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=85911609)",63.0,63.5,63.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=95922222)",68.0,68.5,68.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=105895051)",72.5,73.0,72.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=115971035)",76.5,77.0,76.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=125938206)",80.0,80.0,79.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=145904673)",84.0,84.5,83.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=155890432)",86.0,86.5,85.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=165922296)",87.0,87.5,86.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=175964036)",88.0,88.5,88.0
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=187832542)",88.5,89.0,88.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=196532253)",88.0,88.5,87.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=205916490)",87.0,87.5,86.5
"builtin_interfaces.msg.Time(sec=1751477686, nanosec=215891817)",86.5,87.5,86.0
